Идентификатор пользователя,Название приюта,Дата/время платежа,Наименование услуги,Сумма платежа
28588,Люськин дом,2020-1-4 6:42:56,КотоДень,97
28588,Центральный приют Спб для бездомных кошек!,2020-1-4 6:47:28,КотоДень,98
28412,Котофей,2020-1-4 14:51:23,КотоДень,87
27285,Котофей,2020-1-4 18:24:36,КотоДень,87
27285,Убежище,2020-1-4 18:24:36,КотоДень,118
27285,Убежище,2020-1-4 18:24:36,КотоДень,118
27285,Лёхин дом,2020-1-4 18:24:36,КотоДень,116
27285,Матроскин,2020-1-4 18:24:36,КотоДень,98
25154,Лёхин дом,2020-1-5 12:39:26,КотоДень,116
25154,Люськин дом,2020-1-5 12:39:26,КотоДень,97
28039,Кошачий приют ДОМИК,2020-1-5 15:54:38,КотоДень,76
27376,Самарский приют для животных НадеждА,2020-1-5 22:48:39,КотоДень,105
27376,Самарский приют для животных НадеждА,2020-1-5 22:48:39,КотоДень,105
27376,Кошачий приют ДОМИК,2020-1-5 22:48:39,КотоДень,76
27376,Кот и Пёс,2020-1-5 22:48:39,КотоДень,94
27376,Лёхин дом,2020-1-5 22:48:39,КотоДень,116
27376,Убежище,2020-1-5 22:48:39,КотоДень,118
27376,Убежище,2020-1-5 22:48:39,КотоДень,118
27376,Котофей,2020-1-5 22:48:39,КотоДень,87
27376,Добрые сердца,2020-1-5 22:48:39,КотоДень,99
27376,Кошачий приют ДОМИК,2020-1-5 22:48:39,КотоДень,76
27249,Люськин дом,2020-1-6 15:36:32,КотоДень,97
28967,Центральный приют Спб для бездомных кошек!,2020-1-6 17:1:55,КотоДень,98
27744,Лёхин дом,2020-1-6 17:42:13,КотоДень,116
23533,Центральный приют Спб для бездомных кошек!,2020-1-6 19:41:45,КотоДень,98
28968,Центральный приют Спб для бездомных кошек!,2020-1-6 21:33:57,КотоДень,98
28968,Добрые сердца,2020-1-6 21:33:57,КотоДень,99
28970,Центральный приют Спб для бездомных кошек!,2020-1-6 21:41:35,КотоДень,98
23575,Кот и Пёс,2020-1-7 12:42:32,КотоДень,94
23575,Котофей,2020-1-7 12:42:32,КотоДень,87
25218,Приют для кошек ЯрКот,2020-1-7 13:23:32,КотоДень,88
25218,Лёхин дом,2020-1-7 13:23:32,КотоДень,116
25218,Лёхин дом,2020-1-7 13:23:32,КотоДень,116
25218,Убежище,2020-1-7 13:23:32,КотоДень,118
28972,Центральный приют Спб для бездомных кошек!,2020-1-7 13:40:30,КотоДень,98
28412,Котофей,2020-1-7 13:40:47,КотоДень,87
28972,Котофей,2020-1-7 14:15:36,КотоДень,87
2223,Самарский приют для животных НадеждА,2020-1-7 18:40:47,КотоДень,105
27391,Убежище,2020-1-8 14:1:7,КотоДень,118
27391,Котофей,2020-1-8 14:5:9,КотоДень,87
655,Самарский приют для животных НадеждА,2020-1-8 17:55:58,КотоДень,105
655,Матроскин,2020-1-8 17:55:58,КотоДень,98
655,Кошачий приют ДОМИК,2020-1-8 17:55:58,КотоДень,76
655,Центральный приют Спб для бездомных кошек!,2020-1-8 17:55:58,КотоДень,98
655,Центральный приют Спб для бездомных кошек!,2020-1-8 17:55:58,КотоДень,98
655,Добрые сердца,2020-1-8 17:55:58,КотоДень,99
6259,Люськин дом,2020-1-8 20:8:36,КотоДень,97
6259,Люськин дом,2020-1-8 20:8:36,КотоДень,97
25809,Приют для кошек Потеряшка,2020-1-8 21:47:29,КотоДень,104
25809,Лёхин дом,2020-1-8 21:47:29,КотоДень,116
25809,Котофей,2020-1-8 21:47:29,КотоДень,87
22040,Самарский приют для животных НадеждА,2020-1-8 23:48:3,КотоДень,105
22040,Самарский приют для животных НадеждА,2020-1-8 23:52:19,КотоДень,105
22040,Самарский приют для животных НадеждА,2020-1-8 23:52:19,КотоДень,105
22040,Самарский приют для животных НадеждА,2020-1-8 23:52:19,КотоДень,105
22040,Лёхин дом,2020-1-8 23:52:19,КотоДень,116
22071,Убежище,2020-1-9 0:0:32,КотоДень,118
28965,Центральный приют Спб для бездомных кошек!,2020-1-9 10:0:22,КотоДень,98
1810,Котофей,2020-1-9 10:18:22,КотоДень,87
26395,Котофей,2020-1-9 12:39:4,КотоДень,87
28899,Лёхин дом,2020-1-9 17:18:50,КотоДень,116
27672,Самарский приют для животных НадеждА,2020-1-9 18:32:32,КотоДень,105
27672,Самарский приют для животных НадеждА,2020-1-9 18:32:32,КотоДень,105
6009,Котофей,2020-1-9 20:38:35,КотоДень,87
6009,Лёхин дом,2020-1-9 20:46:22,КотоДень,116
23822,Убежище,2020-1-10 5:25:50,КотоДень,118
23822,Приют для кошек ЯрКот,2020-1-10 5:25:50,КотоДень,88
28978,Матроскин,2020-1-10 6:2:31,КотоДень,98
1810,Самарский приют для животных НадеждА,2020-1-10 10:23:8,КотоДень,105
1810,Убежище,2020-1-10 10:23:8,КотоДень,118
26902,Котофей,2020-1-10 15:0:3,КотоДень,87
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
25573,Самарский приют для животных НадеждА,2020-1-10 15:20:49,КотоДень,105
28984,Кошачий приют ДОМИК,2020-1-10 18:57:2,КотоДень,76
24877,Люськин дом,2020-1-10 23:34:28,КотоДень,97
27120,Самарский приют для животных НадеждА,2020-1-11 15:6:7,КотоДень,105
27120,Люськин дом,2020-1-11 15:6:7,КотоДень,97
27120,Котофей,2020-1-11 15:6:7,КотоДень,87
25938,Кошачий приют ДОМИК,2020-1-11 19:12:28,КотоДень,76
25938,Кошачий приют ДОМИК,2020-1-11 19:12:28,КотоДень,76
25938,Кошачий приют ДОМИК,2020-1-11 19:12:28,КотоДень,76
23255,Матроскин,2020-1-11 20:0:45,КотоДень,98
24356,Люськин дом,2020-1-12 1:46:35,КотоДень,97
24356,Матроскин,2020-1-12 2:1:15,КотоДень,98
28950,Кошачий приют ДОМИК,2020-1-12 2:12:11,КотоДень,76
28950,Центральный приют Спб для бездомных кошек!,2020-1-12 2:32:59,КотоДень,98
3082,Самарский приют для животных НадеждА,2020-1-12 22:3:57,КотоДень,105
28039,Котофей,2020-1-12 22:15:2,КотоДень,87
25809,Котофей,2020-1-13 0:16:49,КотоДень,87
25809,Кошачий приют ДОМИК,2020-1-13 0:16:49,КотоДень,76
1810,Кошачий приют ДОМИК,2020-1-13 10:38:31,КотоДень,76
27636,Приют для кошек ЯрКот,2020-1-13 14:0:14,КотоДень,88
27636,Приют для кошек ЯрКот,2020-1-13 14:0:14,КотоДень,88
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
26664,Самарский приют для животных НадеждА,2020-1-13 14:50:20,КотоДень,105
22871,Центральный приют Спб для бездомных кошек!,2020-1-13 18:20:59,КотоДень,98
28994,Центральный приют Спб для бездомных кошек!,2020-1-13 18:58:54,КотоДень,98
28994,Котофей,2020-1-13 19:14:45,КотоДень,87
28437,Самарский приют для животных НадеждА,2020-1-13 19:40:24,КотоДень,105
27915,Центральный приют Спб для бездомных кошек!,2020-1-13 21:19:14,КотоДень,98
27915,Центральный приют Спб для бездомных кошек!,2020-1-13 21:19:14,КотоДень,98
27915,Центральный приют Спб для бездомных кошек!,2020-1-13 21:19:14,КотоДень,98
27915,Центральный приют Спб для бездомных кошек!,2020-1-13 21:19:14,КотоДень,98
1546,Центральный приют Спб для бездомных кошек!,2020-1-13 23:40:26,КотоДень,98
25487,Центральный приют Спб для бездомных кошек!,2020-1-14 0:4:50,КотоДень,98
28818,Самарский приют для животных НадеждА,2020-1-14 10:48:38,КотоДень,105
28818,Кот и Пёс,2020-1-14 10:48:38,КотоДень,94
28818,Приют для кошек ЯрКот,2020-1-14 10:48:38,КотоДень,88
28818,Котофей,2020-1-14 10:48:38,КотоДень,87
1810,Матроскин,2020-1-14 10:54:3,КотоДень,98
27992,Люськин дом,2020-1-14 23:29:39,КотоДень,97
28897,Котофей,2020-1-15 4:58:53,КотоДень,87
1126,Люськин дом,2020-1-15 9:16:53,КотоДень,97
1126,Кот и Пёс,2020-1-15 9:16:53,КотоДень,94
1810,Добрые сердца,2020-1-15 10:54:45,КотоДень,99
1810,Котофей,2020-1-15 10:57:22,КотоДень,87
1810,Котофей,2020-1-15 10:57:22,КотоДень,87
28999,Люськин дом,2020-1-15 21:14:46,КотоДень,97
28999,Кот и Пёс,2020-1-15 21:14:46,КотоДень,94
28999,Люськин дом,2020-1-15 21:14:46,КотоДень,97
28999,Люськин дом,2020-1-15 21:14:46,КотоДень,97
28999,Кот и Пёс,2020-1-15 21:14:46,КотоДень,94
28690,Котофей,2020-1-15 23:18:4,КотоДень,87
25958,Приют для кошек ЯрКот,2020-1-15 23:26:18,КотоДень,88
28924,Лёхин дом,2020-1-16 8:2:7,КотоДень,116
28924,Приют для кошек ЯрКот,2020-1-16 8:2:7,КотоДень,88
28924,Кошачий приют ДОМИК,2020-1-16 8:2:7,КотоДень,76
28924,Самарский приют для животных НадеждА,2020-1-16 8:2:7,КотоДень,105
28924,Убежище,2020-1-16 8:13:35,КотоДень,118
28924,Приют для кошек ЯрКот,2020-1-16 8:13:35,КотоДень,88
28924,Кошачий приют ДОМИК,2020-1-16 8:13:35,КотоДень,76
28924,Кошачий приют ДОМИК,2020-1-16 9:48:23,КотоДень,76
28924,Кошачий приют ДОМИК,2020-1-16 9:48:23,КотоДень,76
28924,Котофей,2020-1-16 9:48:23,КотоДень,87
1810,Кошачий приют ДОМИК,2020-1-16 10:9:18,КотоДень,76
1810,Приют для кошек ЯрКот,2020-1-16 10:9:18,КотоДень,88
28998,Центральный приют Спб для бездомных кошек!,2020-1-16 11:5:51,КотоДень,98
28535,Приют для кошек ЯрКот,2020-1-16 12:39:24,КотоДень,88
26882,Приют для кошек ЯрКот,2020-1-16 14:4:41,КотоДень,88
5621,Приют для кошек ЯрКот,2020-1-16 14:6:38,КотоДень,88
5621,Лёхин дом,2020-1-16 14:6:38,КотоДень,116
26296,Приют для кошек ЯрКот,2020-1-16 14:33:57,КотоДень,88
26395,Самарский приют для животных НадеждА,2020-1-16 14:34:50,КотоДень,105
27021,Кот и Пёс,2020-1-16 14:36:55,КотоДень,94
28888,Приют для кошек ЯрКот,2020-1-16 14:37:43,КотоДень,88
4087,Самарский приют для животных НадеждА,2020-1-16 14:37:58,КотоДень,105
26900,Центральный приют Спб для бездомных кошек!,2020-1-16 14:42:50,КотоДень,98
26339,Самарский приют для животных НадеждА,2020-1-16 14:43:13,КотоДень,105
3062,Кошачий приют ДОМИК,2020-1-16 14:46:23,КотоДень,76
2065,Приют для кошек ЯрКот,2020-1-16 14:47:40,КотоДень,88
26381,Центральный приют Спб для бездомных кошек!,2020-1-16 15:17:49,КотоДень,98
26381,Убежище,2020-1-16 15:17:49,КотоДень,118
23073,Самарский приют для животных НадеждА,2020-1-16 15:20:21,КотоДень,105
23073,Кошачий приют ДОМИК,2020-1-16 15:20:21,КотоДень,76
23073,Люськин дом,2020-1-16 15:20:21,КотоДень,97
27711,Приют для кошек ЯрКот,2020-1-16 15:34:35,КотоДень,88
27711,Убежище,2020-1-16 15:34:35,КотоДень,118
22974,Приют для кошек ЯрКот,2020-1-16 16:6:53,КотоДень,88
5623,Люськин дом,2020-1-16 16:9:26,КотоДень,97
5623,Люськин дом,2020-1-16 16:9:26,КотоДень,97
5623,Люськин дом,2020-1-16 16:9:26,КотоДень,97
5623,Люськин дом,2020-1-16 16:9:26,КотоДень,97
28611,Котофей,2020-1-16 17:27:3,КотоДень,87
23430,Приют для кошек ЯрКот,2020-1-16 19:7:40,КотоДень,88
25933,ФлагманВет,2020-1-16 20:26:20,КотоДень,97
25933,Приют для кошек ЯрКот,2020-1-16 20:29:8,КотоДень,88
29005,Приют для кошек Потеряшка,2020-1-16 20:33:59,КотоДень,104
29005,Убежище,2020-1-16 20:33:59,КотоДень,118
26741,Матроскин,2020-1-16 22:38:43,КотоДень,98
29006,Убежище,2020-1-17 2:43:36,КотоДень,118
28924,Кошачий приют ДОМИК,2020-1-17 7:59:40,КотоДень,76
28924,Кошачий приют ДОМИК,2020-1-17 7:59:40,КотоДень,76
28924,Котофей,2020-1-17 7:59:40,КотоДень,87
28924,Котофей,2020-1-17 7:59:40,КотоДень,87
28924,Котофей,2020-1-17 7:59:40,КотоДень,87
24075,Приют для кошек Потеряшка,2020-1-17 8:15:3,КотоДень,104
4612,Приют для кошек ЯрКот,2020-1-17 8:43:57,КотоДень,88
1810,Котофей,2020-1-17 10:14:14,КотоДень,87
27637,Центральный приют Спб для бездомных кошек!,2020-1-17 10:45:59,КотоДень,98
23614,Самарский приют для животных НадеждА,2020-1-17 12:51:32,КотоДень,105
29007,Кошачий приют ДОМИК,2020-1-17 13:51:25,КотоДень,76
27249,Люськин дом,2020-1-17 14:8:23,КотоДень,97
27858,Люськин дом,2020-1-17 14:24:6,КотоДень,97
5326,Приют для кошек ЯрКот,2020-1-17 18:27:53,КотоДень,88
5326,Лёхин дом,2020-1-17 18:27:53,КотоДень,116
27242,Люськин дом,2020-1-17 18:57:7,КотоДень,97
25665,Центральный приют Спб для бездомных кошек!,2020-1-17 21:34:36,КотоДень,98
27249,Котофей,2020-1-17 22:2:18,КотоДень,87
27249,Кошачий приют ДОМИК,2020-1-17 22:4:28,КотоДень,76
3812,Люськин дом,2020-1-17 22:39:45,КотоДень,97
24927,Самарский приют для животных НадеждА,2020-1-18 3:7:53,КотоДень,105
27945,Лёхин дом,2020-1-18 8:49:52,КотоДень,116
27285,Матроскин,2020-1-18 12:13:3,КотоДень,98
27285,Котофей,2020-1-18 12:13:3,КотоДень,87
27285,Котофей,2020-1-18 12:13:3,КотоДень,87
25879,Приют для кошек ЯрКот,2020-1-18 12:20:56,КотоДень,88
28611,Добрые сердца,2020-1-18 13:54:25,КотоДень,99
28889,Кошачий приют ДОМИК,2020-1-18 14:14:45,КотоДень,76
28889,Котофей,2020-1-18 14:14:45,КотоДень,87
1918,Люськин дом,2020-1-18 14:15:10,КотоДень,97
1918,Кот и Пёс,2020-1-18 14:15:10,КотоДень,94
3001,Приют для кошек ЯрКот,2020-1-18 16:27:19,КотоДень,88
26922,Лёхин дом,2020-1-18 16:50:19,КотоДень,116
26922,Убежище,2020-1-18 16:50:19,КотоДень,118
26922,Самарский приют для животных НадеждА,2020-1-18 17:9:51,КотоДень,105
26922,Кошачий приют ДОМИК,2020-1-18 17:9:51,КотоДень,76
26922,Люськин дом,2020-1-18 17:9:51,КотоДень,97
26922,Люськин дом,2020-1-18 17:9:51,КотоДень,97
26922,Люськин дом,2020-1-18 17:9:51,КотоДень,97
26922,Добрые сердца,2020-1-18 17:9:51,КотоДень,99
22917,Самарский приют для животных НадеждА,2020-1-18 23:32:21,КотоДень,105
22917,Кошачий приют ДОМИК,2020-1-18 23:32:21,КотоДень,76
22917,Люськин дом,2020-1-18 23:32:21,КотоДень,97
22917,Люськин дом,2020-1-18 23:32:21,КотоДень,97
22917,Кот и Пёс,2020-1-18 23:32:21,КотоДень,94
27794,Приют для кошек Потеряшка,2020-1-19 0:26:2,КотоДень,104
27282,Добрые сердца,2020-1-19 0:43:18,КотоДень,99
28805,Кошачий приют ДОМИК,2020-1-19 13:42:22,КотоДень,76
29015,Лёхин дом,2020-1-19 21:2:22,КотоДень,116
25180,Котофей,2020-1-19 21:59:19,КотоДень,87
25180,Добрые сердца,2020-1-19 21:59:19,КотоДень,99
1810,Центральный приют Спб для бездомных кошек!,2020-1-20 10:38:0,КотоДень,98
2585,Самарский приют для животных НадеждА,2020-1-20 14:41:14,КотоДень,105
26338,Приют для кошек ЯрКот,2020-1-20 23:9:23,КотоДень,88
27473,Люськин дом,2020-1-20 23:33:40,КотоДень,97
27473,Люськин дом,2020-1-20 23:33:40,КотоДень,97
27473,Кот и Пёс,2020-1-20 23:33:40,КотоДень,94
1810,Самарский приют для животных НадеждА,2020-1-21 12:14:5,КотоДень,105
1810,Котофей,2020-1-21 12:17:5,КотоДень,87
29023,Самарский приют для животных НадеждА,2020-1-21 12:18:10,КотоДень,105
29023,Самарский приют для животных НадеждА,2020-1-21 12:20:48,КотоДень,105
27809,Убежище,2020-1-21 18:54:18,КотоДень,118
28690,Котофей,2020-1-21 19:30:45,КотоДень,87
29025,Центральный приют Спб для бездомных кошек!,2020-1-21 20:46:14,КотоДень,98
28412,Котофей,2020-1-21 23:53:44,КотоДень,87
1810,Лёхин дом,2020-1-22 9:34:44,КотоДень,116
5822,Котофей,2020-1-22 11:2:5,КотоДень,87
5700,Кошачий приют ДОМИК,2020-1-22 11:34:38,КотоДень,76
29027,Лёхин дом,2020-1-22 12:52:17,КотоДень,116
25505,Кошачий приют ДОМИК,2020-1-22 16:35:3,КотоДень,76
28039,Котофей,2020-1-22 18:53:21,КотоДень,87
26090,Приют для кошек ЯрКот,2020-1-22 20:1:43,КотоДень,88
4387,Котофей,2020-1-22 21:11:43,КотоДень,87
4387,Котофей,2020-1-22 21:11:43,КотоДень,87
28436,Котофей,2020-1-22 21:51:4,КотоДень,87
28379,Котофей,2020-1-23 0:32:49,КотоДень,87
28379,Котофей,2020-1-23 0:32:49,КотоДень,87
28818,Лёхин дом,2020-1-23 9:26:49,КотоДень,116
28818,Котофей,2020-1-23 9:26:49,КотоДень,87
1810,Котофей,2020-1-23 9:28:55,КотоДень,87
28185,Самарский приют для животных НадеждА,2020-1-23 10:25:51,КотоДень,105
3623,Кошачий приют ДОМИК,2020-1-23 19:29:13,КотоДень,76
3623,Кошачий приют ДОМИК,2020-1-23 19:29:13,КотоДень,76
27529,Котофей,2020-1-23 20:50:12,КотоДень,87
28968,Матроскин,2020-1-23 21:45:19,КотоДень,98
28968,Центральный приют Спб для бездомных кошек!,2020-1-23 21:45:19,КотоДень,98
27364,Кошачий приют ДОМИК,2020-1-23 22:20:55,КотоДень,76
27364,Убежище,2020-1-23 22:20:55,КотоДень,118
26738,Приют для кошек Потеряшка,2020-1-24 0:25:50,КотоДень,104
26738,Убежище,2020-1-24 0:25:50,КотоДень,118
1810,Кошачий приют ДОМИК,2020-1-24 11:5:26,КотоДень,76
1810,Убежище,2020-1-24 11:5:26,КотоДень,118
28903,Центральный приют Спб для бездомных кошек!,2020-1-24 15:47:24,КотоДень,98
27794,Приют для кошек Потеряшка,2020-1-24 18:44:18,КотоДень,104
27794,Убежище,2020-1-24 18:44:18,КотоДень,118
25608,Люськин дом,2020-1-24 21:5:55,КотоДень,97
25388,Убежище,2020-1-25 13:6:46,КотоДень,118
28972,Котофей,2020-1-25 18:0:25,КотоДень,87
5063,Кошачий приют ДОМИК,2020-1-25 18:1:10,КотоДень,76
28443,Кошачий приют ДОМИК,2020-1-25 19:28:8,КотоДень,76
29037,Кошачий приют ДОМИК,2020-1-25 20:43:20,КотоДень,76
28889,Люськин дом,2020-1-25 21:4:40,КотоДень,97
29037,Люськин дом,2020-1-25 21:58:35,КотоДень,97
28486,Кошачий приют ДОМИК,2020-1-26 6:26:43,КотоДень,76
28089,Лёхин дом,2020-1-26 9:43:53,КотоДень,116
26305,Матроскин,2020-1-26 16:11:36,КотоДень,98
27744,Лёхин дом,2020-1-26 16:47:41,КотоДень,116
27529,Кошачий приют ДОМИК,2020-1-26 18:34:38,КотоДень,76
27826,Приют для кошек Потеряшка,2020-1-26 20:4:17,КотоДень,104
27826,Убежище,2020-1-26 20:4:17,КотоДень,118
24927,Убежище,2020-1-26 21:3:22,КотоДень,118
1810,Матроскин,2020-1-27 10:53:15,КотоДень,98
1810,Добрые сердца,2020-1-27 11:0:8,КотоДень,99
28179,Кошачий приют ДОМИК,2020-1-27 14:56:28,КотоДень,76
28179,Люськин дом,2020-1-27 14:56:28,КотоДень,97
28179,Люськин дом,2020-1-27 14:56:28,КотоДень,97
28179,Лёхин дом,2020-1-27 14:56:28,КотоДень,200
29026,Лёхин дом,2020-1-27 15:18:48,КотоДень,150
28805,Котофей,2020-1-27 17:43:26,КотоДень,87
1810,Кошачий приют ДОМИК,2020-1-28 10:21:10,КотоДень,76
2188,Лёхин дом,2020-1-28 13:50:27,КотоДень,350
29047,Лёхин дом,2020-1-28 16:44:9,КотоДень,100
27529,Самарский приют для животных НадеждА,2020-1-28 18:37:22,КотоДень,105
27529,Кошачий приют ДОМИК,2020-1-28 18:37:22,КотоДень,76
28559,Кошачий приют ДОМИК,2020-1-28 19:51:43,КотоДень,76
28559,Приют для кошек ЯрКот,2020-1-28 19:51:43,КотоДень,88
26047,Центральный приют Спб для бездомных кошек!,2020-1-28 19:58:6,КотоДень,98
24424,Котофей,2020-1-28 20:40:2,КотоДень,87
1692,Приют для кошек ЯрКот,2020-1-28 20:45:23,КотоДень,88
26215,Котофей,2020-1-28 20:55:55,КотоДень,87
29057,Лёхин дом,2020-1-28 23:50:34,КотоДень,150
22120,Лёхин дом,2020-1-28 23:55:31,КотоДень,116
22120,Центральный приют Спб для бездомных кошек!,2020-1-28 23:55:31,КотоДень,98
25958,Лёхин дом,2020-1-29 1:41:56,КотоДень,200
1810,Котофей,2020-1-29 10:13:16,КотоДень,87
1810,Добрые сердца,2020-1-29 10:13:16,КотоДень,100
25665,Добрые сердца,2020-1-29 12:36:6,КотоДень,237
29058,Добрые сердца,2020-1-29 13:13:31,КотоДень,300
5078,Лёхин дом,2020-1-29 13:59:27,КотоДень,63
28071,Лёхин дом,2020-1-29 20:3:57,КотоДень,100
28412,Котофей,2020-1-29 22:42:0,КотоДень,87
29066,Центральный приют Спб для бездомных кошек!,2020-1-30 1:2:28,КотоДень,98
28924,Кошачий приют ДОМИК,2020-1-30 7:22:22,КотоДень,76
28924,Добрые сердца,2020-1-30 7:22:22,КотоДень,100
24642,Лёхин дом,2020-1-30 12:3:12,КотоДень,300
6058,Приют для кошек ЯрКот,2020-1-30 12:51:51,КотоДень,88
28996,Приют для кошек ЯрКот,2020-1-30 12:52:52,КотоДень,88
4612,Приют для кошек ЯрКот,2020-1-30 12:58:35,КотоДень,88
29067,Котофей,2020-1-30 13:11:10,КотоДень,87
28541,Приют для кошек ЯрКот,2020-1-30 13:17:52,КотоДень,88
28541,Лёхин дом,2020-1-30 13:17:52,КотоДень,200
25908,Матроскин,2020-1-30 13:26:11,КотоДень,98
25908,Матроскин,2020-1-30 13:26:11,КотоДень,98
25908,Кошачий приют ДОМИК,2020-1-30 13:26:11,КотоДень,76
25908,Люськин дом,2020-1-30 13:26:11,КотоДень,200
25908,Лёхин дом,2020-1-30 13:26:11,КотоДень,200
23410,Кот и Пёс,2020-1-30 13:32:56,КотоДень,94
23410,Матроскин,2020-1-30 13:32:56,КотоДень,98
27522,Приют для кошек ЯрКот,2020-1-30 13:37:4,КотоДень,88
27345,Самарский приют для животных НадеждА,2020-1-30 13:40:10,КотоДень,105
28968,Самарский приют для животных НадеждА,2020-1-30 13:42:43,КотоДень,105
28968,Матроскин,2020-1-30 13:42:43,КотоДень,98
28968,Центральный приют Спб для бездомных кошек!,2020-1-30 13:42:43,КотоДень,98
27345,Люськин дом,2020-1-30 13:44:46,КотоДень,100
27282,Люськин дом,2020-1-30 14:9:34,КотоДень,100
27282,Приют для кошек ЯрКот,2020-1-30 14:9:34,КотоДень,88
28914,Центральный приют Спб для бездомных кошек!,2020-1-30 14:23:11,КотоДень,98
27858,Лёхин дом,2020-1-30 14:31:17,КотоДень,100
22463,Приют для кошек ЯрКот,2020-1-30 14:41:26,КотоДень,88
28591,Приют для кошек ЯрКот,2020-1-30 14:50:22,КотоДень,88
25218,Центральный приют Спб для бездомных кошек!,2020-1-30 14:54:10,КотоДень,98
3252,Люськин дом,2020-1-30 15:0:20,КотоДень,200
27152,Центральный приют Спб для бездомных кошек!,2020-1-30 15:2:19,КотоДень,98
27152,Центральный приют Спб для бездомных кошек!,2020-1-30 15:2:19,КотоДень,98
27152,Люськин дом,2020-1-30 15:9:56,КотоДень,63
27152,Люськин дом,2020-1-30 15:9:56,КотоДень,97
28900,Приют для кошек ЯрКот,2020-1-30 15:16:42,КотоДень,88
24898,Центральный приют Спб для бездомных кошек!,2020-1-30 15:35:52,КотоДень,98
6009,Приют для кошек ЯрКот,2020-1-30 15:39:5,КотоДень,88
28715,Центральный приют Спб для бездомных кошек!,2020-1-30 15:52:44,КотоДень,98
25266,Люськин дом,2020-1-30 15:56:18,КотоДень,200
25266,Приют для кошек ЯрКот,2020-1-30 15:56:18,КотоДень,88
25266,Приют для кошек ЯрКот,2020-1-30 15:56:18,КотоДень,88
25266,Кошачий приют ДОМИК,2020-1-30 16:0:7,КотоДень,76
28611,Добрые сердца,2020-1-30 16:14:40,КотоДень,99
26341,Котофей,2020-1-30 17:14:57,КотоДень,87
23524,Лёхин дом,2020-1-30 17:24:16,КотоДень,500
28752,Котофей,2020-1-30 17:40:7,КотоДень,87
5621,Котофей,2020-1-30 18:4:32,КотоДень,87
5621,Центральный приют Спб для бездомных кошек!,2020-1-30 18:4:32,КотоДень,98
27779,Котофей,2020-1-30 18:10:42,КотоДень,87
28784,Кошачий приют ДОМИК,2020-1-30 18:24:3,КотоДень,76
28579,Матроскин,2020-1-30 18:48:38,КотоДень,98
22989,Матроскин,2020-1-30 18:49:23,КотоДень,98
22989,Люськин дом,2020-1-30 18:49:23,КотоДень,150
22989,Кошачий приют ДОМИК,2020-1-30 18:49:23,КотоДень,76
22989,Самарский приют для животных НадеждА,2020-1-30 18:49:23,КотоДень,105
22989,Самарский приют для животных НадеждА,2020-1-30 18:49:23,КотоДень,105
22989,Самарский приют для животных НадеждА,2020-1-30 18:49:23,КотоДень,105
22989,Самарский приют для животных НадеждА,2020-1-30 18:49:23,КотоДень,105
28889,Котофей,2020-1-30 18:50:44,КотоДень,87
28860,Центральный приют Спб для бездомных кошек!,2020-1-30 18:51:9,КотоДень,98
28860,Приют для кошек ЯрКот,2020-1-30 18:51:9,КотоДень,88
28579,Кошачий приют ДОМИК,2020-1-30 18:56:4,КотоДень,76
28579,Кошачий приют ДОМИК,2020-1-30 18:57:2,КотоДень,76
5181,Приют для кошек ЯрКот,2020-1-30 19:12:59,КотоДень,88
5181,Котофей,2020-1-30 19:12:59,КотоДень,87
1749,Самарский приют для животных НадеждА,2020-1-30 19:15:8,КотоДень,105
29041,Добрые сердца,2020-1-30 19:26:54,КотоДень,1800
356,Люськин дом,2020-1-30 20:8:26,КотоДень,1666
27627,Лёхин дом,2020-1-30 21:49:20,КотоДень,1000
22040,Котофей,2020-1-30 22:10:23,КотоДень,87
22040,Котофей,2020-1-30 22:10:23,КотоДень,87
